           4411           11.852
           4500           11.867
           4590           11.882
           4681           11.898
           4775           11.914
           4871           11.931
           4968           11.947
           5067           11.966
           5169           11.984
           5272           12.002
           5377           12.021
           5485           12.041
           5595           12.061
           5707           12.082
           5821           12.104
           5937           12.127
           6056           12.149
           6177           12.172
           6301           12.197
           6427           12.222
           6555           12.246
           6686           12.273
           6820             12.3
           6956           12.328
           7095           12.356
           7237           12.385
           7382           12.415
           7530           12.446
           7680           12.478
           7834            12.51
           7991           12.543
           8150           12.578
           8313           12.612
           8480           12.648
           8649           12.684
           8822           12.722
           8999           12.761
           9179           12.801
           9362           12.841
           9550           12.882
           9740           12.925
           9935           12.968
          10130           13.012
          10340           13.058
          10540           13.104
          10750           13.152
          10970           13.201
          11190           13.251
          11410           13.301
          11640           13.353
          11870           13.407
          12110           13.461
          12350           13.516
          12600           13.572
          12850            13.63
          13110           13.692
          13370           13.752
          13640           13.813
          13910           13.874
          14190           13.925
          14470           13.976
          14760           14.028
          15060            14.09
          15360           14.142
          15670           14.194
          15980           14.257
          16300            14.31
          16630           14.373
          16960           14.426
          17300            14.49
          17640           14.554
          18000           14.618
          18360           14.682
          18720           14.747
          19100           14.822
          19480           14.887
          19870           14.962
          20270           15.028
          20670           15.104
          21090            15.18
          21510           15.257
          21940           15.334
          22380           15.411
          22820           15.488
          23280           15.566
          23750           15.654
          24220           15.742
          24710            15.82
          25200           15.909
          25700           15.998
          26220           16.088
          26740           16.187
          27280           16.277
          27820           16.367
          28380           16.468
          28950           16.568
          29520           16.669
          30120            16.77
          30720           16.872
          31330           16.974
          31960           17.076
          32600           17.188
          33250           17.301
          33910           17.414
          34590           17.527
          35290            17.64
          35990           17.754
          36710           17.868
          37440           17.992
          38190           18.117
          38960           18.241
          39740           18.366
          40530           18.492
          41340           18.617
          42170           18.753
          43010           18.879
          43870           19.016
          44750           19.152
          45650           19.289
          46560           19.436
          47490           19.573
          48440           19.721
          49410           19.859
          50400           20.007
          51400           20.155
          52430           20.314
          53480           20.463
          54550           20.622
          55640           20.771
          56750           20.931
          57890           21.091
          59050           21.251
          60230           21.421
          61430           21.581
          62660           21.752
          63910           21.913
          65190           22.084
          66500           22.256
          67830           22.427
          69180           22.609
          70570           22.781
          71980           22.954
          73420           23.136
          74890           23.244
          76380           23.418
          77910           23.603
          79470           23.787
          81060           23.972
          82680           24.157
          84330           24.343
          86020           24.538
          87740           24.724
          89500          24.9094
          91290          25.0954
          93110          25.2915
          94970          25.4778
          96870          25.6642
          98810          25.8608
         100800          26.0476
         102800          26.2345
         104900          26.4317
         107000          26.6189
         109100          26.8064
         111300          27.0039
         113500          27.1917
         115800          27.3796
         118100          27.5777
         120400          27.7659
         122900          27.9642
         125300          28.1527
         127800          28.3514
         130400          28.5402
         133000          28.7392
         135600          28.9383
         138400          29.1375
         141100          29.3469
         143900          29.5464
         146800          29.7561
         149800          29.9659
         152800          30.1758
         155800          30.3959
         158900          30.6161
         162100          30.8364
         165400          31.0669
         168700          31.2975
         172000          31.5382
         175500          31.7791
         179000          32.0301
         182600          32.2812
         186200          32.5424
         189900          32.8037
         193700          33.0752
         197600          33.3468
         201600          33.6285
         205600          33.9203
         209700          34.2122
         213900          34.5142
         218200          34.8164
         222500          35.1287
         227000           35.451
         231500          35.7735
         236200          36.1061
         240900          36.4488
         245700          36.7916
         250600          37.1445
         255600          37.5075
         260700          37.8706
         266000          38.2438
         271300           38.617
         276700          39.0004
         282200          39.3939
         287900          39.7875
         293600          40.1912
         299500          40.5949
         305500          41.0088
         311600          41.4327
         317800          41.8567
         324200          42.2809
         330700          42.7151
         337300          43.1594
         344000          43.6037
         350900          44.0582
         357900          44.5127
         365100          44.9773
         372400           45.442
         379900          45.9068
         387400          46.3816
         395200          46.8566
         403100          47.3416
         411200          47.8267
         419400          48.3118
         427800           48.807
         436300          49.3023
         445100          49.7977
         454000          50.2931
         463000          50.7986
         472300          51.3042
         481700          51.8098
         491400          52.3155
         501200          52.8213
         511200          53.3371
         521500           53.843
         531900           54.359
         542500           54.875
         553400          55.3811
         564400          55.8972
         575700          56.4034
         587200          56.9096
         599000           57.416
         611000          57.9223
         623200          58.4287
         635600          58.9252
         648400          59.4218
         661300          59.9183
         674600           60.405
         688000          60.8917
         701800          61.3684
         715800          61.8452
         730200           62.312
         744800          62.7789
         759700          63.2359
         774900          63.6828
         790300          64.1199
         806200           64.557
         822300          64.9841
         838700          65.4012
         855500          65.8085
         872600          66.1957
         890100           66.583
         907900          66.9604
         926000          67.3277
         944500          67.6852
         963400          68.0226
         982700          68.3501
      1.002e+06          68.6677
      1.022e+06          68.9753
      1.043e+06          69.2629
      1.064e+06          69.5405
      1.085e+06          69.7982
      1.107e+06           70.046
      1.129e+06          70.2837
      1.151e+06          70.5015
      1.174e+06          70.6994
      1.198e+06          70.8872
      1.222e+06          71.0551
      1.246e+06          71.2131
      1.271e+06           71.351
      1.297e+06           71.469
      1.323e+06          71.5671
      1.349e+06          71.6551
      1.376e+06          71.7332
      1.404e+06          71.7814
      1.432e+06          71.8195
       1.46e+06          71.8377
      1.489e+06          71.8459
      1.519e+06          71.8242
       1.55e+06          71.8024
      1.581e+06          71.7507
      1.612e+06          71.6891
      1.644e+06          71.5974
      1.677e+06          71.5058
      1.711e+06          71.3842
      1.745e+06          71.2526
       1.78e+06          71.1111
      1.816e+06          70.9496
      1.852e+06          70.7681
      1.889e+06          70.5766
      1.927e+06          70.3652
      1.965e+06          70.1337
      2.005e+06          69.9023
      2.045e+06           69.641
      2.086e+06          69.3796
      2.127e+06          69.0983
       2.17e+06           68.797
      2.213e+06          68.4957
      2.258e+06          68.1744
      2.303e+06          67.8432
      2.349e+06           67.492
      2.396e+06          67.1407
      2.444e+06          66.7696
      2.492e+06          66.3884
      2.542e+06          66.0072
      2.593e+06          65.6061
      2.645e+06           65.195
      2.698e+06          64.7839
      2.752e+06          64.3528
      2.807e+06          63.9218
      2.863e+06          63.4807
       2.92e+06          63.0297
      2.979e+06          62.5787
      3.038e+06          62.1077
      3.099e+06          61.6467
      3.161e+06          61.1658
      3.224e+06          60.6848
      3.289e+06          60.2039
      3.355e+06           59.713
      3.422e+06          59.2121
       3.49e+06          58.7112
       3.56e+06          58.2103
      3.631e+06          57.6995
      3.704e+06          57.1887
      3.778e+06          56.6778
      3.853e+06           56.167
       3.93e+06          55.6462
      4.009e+06          55.1254
      4.089e+06          54.6047
      4.171e+06          54.0839
      4.254e+06          53.5532
      4.339e+06          53.0324
      4.426e+06          52.5117
      4.515e+06           51.981
      4.605e+06          51.4603
      4.697e+06          50.9296
      4.791e+06          50.4089
      4.887e+06          49.8783
      4.985e+06          49.3576
      5.084e+06           48.837
      5.186e+06          48.3163
       5.29e+06          47.7957
      5.396e+06          47.2751
      5.503e+06          46.7645
      5.614e+06          46.2439
      5.726e+06          45.7333
       5.84e+06          45.2228
      5.957e+06          44.7122
      6.076e+06          44.2117
      6.198e+06          43.7011
      6.322e+06          43.2006
      6.448e+06          42.7101
      6.577e+06          42.2096
      6.709e+06           41.719
      6.843e+06          41.2285
       6.98e+06           40.748
      7.119e+06          40.2576
      7.262e+06          39.7871
      7.407e+06          39.3066
      7.555e+06          38.8362
      7.706e+06          38.3657
       7.86e+06          37.8953
      8.018e+06          37.4348
      8.178e+06          36.9844
      8.341e+06           36.524
      8.508e+06          36.0736
      8.678e+06          35.6332
      8.852e+06          35.1828
      9.029e+06          34.7424
       9.21e+06           34.312
      9.394e+06          33.8816
      9.582e+06          33.4513
      9.773e+06          33.0309
      9.969e+06          32.6105
      1.017e+07          32.2002
      1.037e+07          31.7798
      1.058e+07          31.3795
      1.079e+07          30.9691
      1.101e+07          30.5788
      1.123e+07          30.1785
      1.145e+07          29.7882
      1.168e+07          29.3978
      1.191e+07          29.0175
      1.215e+07          28.6372
      1.239e+07          28.2669
      1.264e+07          27.8966
       1.29e+07          27.5264
      1.315e+07          27.1661
      1.342e+07          26.8058
      1.369e+07          26.4455
      1.396e+07          26.0953
      1.424e+07           25.755
      1.452e+07          25.4247
      1.481e+07          25.0745
      1.511e+07          24.7242
      1.541e+07           24.364
      1.572e+07          24.0037
      1.603e+07          23.6335
      1.635e+07          23.2532
      1.668e+07           22.863
